id,relid,year,start_year,end_year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,iso3,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best,high,low,gwnoa,gwnob
160610,TUR-1994-1-333-219,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 7/26/1994 Troops kill 21 rebel Kurds in southeast Turkey.,,,,regional emergency rule governor's office,4,Şırnak province,Sirnak province,Şırnak province,,37.449444,TUR,42.574444,POINT (42.574444 37.449444),183326,Turkey,640,Middle East,1,1,1994-07-26 00:00:00.000,1994-07-26 00:00:00.000,0,3,0,0,3,3,3,640,
160611,TUR-1994-1-333-220,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 7/26/1994 Troops kill 21 rebel Kurds in southeast Turkey.,,,,regional emergency rule governor's office,4,Diyarbakır province,Diyarbakir province.,Diyarbakır province,,38.000000,TUR,40.500000,POINT (40.500000 38.000000),184762,Turkey,640,Middle East,1,1,1994-07-26 00:00:00.000,1994-07-26 00:00:00.000,6,1,0,0,7,7,7,640,
160612,TUR-1994-1-333-221,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 7/28/1994 Turkish troops kill 13 rebel Kurds in southeast.,,,,,5,Turkey/Iraq border,20 km (13 miles) inside Iraq,,,37.225581,TUR,43.647827,POINT (43.647827 37.225581),183328,Turkey,640,Middle East,1,1,1994-07-26 00:00:00.000,1994-07-26 00:00:00.000,0,70,0,0,70,70,70,640,
160614,TUR-1994-1-333-222,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 7/28/1994 Turkish troops kill 13 rebel Kurds in southeast.,,,,,4,Bingöl province,Bingol province,Bingöl province,,39.083333,TUR,40.833333,POINT (40.833333 39.083333),186202,Turkey,640,Middle East,2,2,1994-07-27 00:00:00.000,1994-07-28 00:00:00.000,0,4,0,0,4,4,4,640,
160615,TUR-1994-1-333-223,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 7/28/1994 Turkish troops kill 13 rebel Kurds in southeast.,,,,,4,Bitlis province,Bitlis province,Bitlis province,,38.342005,TUR,42.391341,POINT (42.391341 38.342005),184765,Turkey,640,Middle East,2,2,1994-07-27 00:00:00.000,1994-07-28 00:00:00.000,0,3,0,0,3,3,3,640,
160616,TUR-1994-1-333-224,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 7/28/1994 Turkish troops kill 13 rebel Kurds in southeast.,,,,,3,Dicle district,Dicle province,Diyarbakır province,Dicle district,38.382704,TUR,40.084215,POINT (40.084215 38.382704),184761,Turkey,640,Middle East,2,2,1994-07-27 00:00:00.000,1994-07-28 00:00:00.000,0,1,0,0,1,1,1,640,
160617,TUR-1994-1-333-1043.1,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 7/29/1994 Twenty-six people killed in Turkey's Kurdish strife.,,,,statement from the regional emergency rule governor's office,4,Van province,province of Van,Van province,,38.407357,TUR,43.717793,POINT (43.717793 38.407357),184768,Turkey,640,Middle East,1,1,1994-07-29 00:00:00.000,1994-07-29 00:00:00.000,7,6,0,0,13,13,13,640,
162442,TUR-1994-1-333-1043.2,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 7/29/1994 Twenty-six people killed in Turkey's Kurdish strife.,,,,statement from the regional emergency rule governor's office,4,Bingöl province,Bingol,Bingöl province,,39.083333,TUR,40.833333,POINT (40.833333 39.083333),186202,Turkey,640,Middle East,1,1,1994-07-29 00:00:00.000,1994-07-29 00:00:00.000,7,6,0,0,13,13,13,640,
160618,TUR-1994-1-333-226,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 8/2/1994 Rebel Kurds kill 10 in southeast Turkey.,,,,officials,5,Southeastern Turkey,southeast Turkey,,,37.890868,TUR,42.526891,POINT (42.526891 37.890868),184046,Turkey,640,Middle East,2,2,1994-08-01 00:00:00.000,1994-08-02 00:00:00.000,7,13,3,0,23,23,23,640,
160621,TUR-1994-1-333-227.1,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"R 8/7/1994 20 Kurdish rebels, four soldiers killed in Turkey.",,,,statement from the emergency rule governor's office,4,Muş province,southeastern Mus province,Muş province,,38.977103,TUR,41.683007,POINT (41.683007 38.977103),185484,Turkey,640,Middle East,1,1,1994-08-07 00:00:00.000,1994-08-07 00:00:00.000,2,10,0,0,12,12,12,640,
162443,TUR-1994-1-333-227.2,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"R 8/7/1994 20 Kurdish rebels, four soldiers killed in Turkey.",,,,statement from the emergency rule governor's office,4,Hakkari province,Hakkari province,Hakkari province,,37.466111,TUR,44.064444,POINT (44.064444 37.466111),183329,Turkey,640,Middle East,1,1,1994-08-07 00:00:00.000,1994-08-07 00:00:00.000,2,10,0,0,12,12,12,640,
159005,TUR-1994-1-333-1044.1,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"BBC 8/11/1994 FOURTEEN ""TERRORISTS"" KILLED IN CLASHES IN SOUTHEAST. _F TRT TV, Ankara, in Turkish 1000 gmt 9 Aug 94",,,,,4,Bingöl province,Bingol,Bingöl province,,39.083333,TUR,40.833333,POINT (40.833333 39.083333),186202,Turkey,640,Middle East,1,1,1994-08-09 00:00:00.000,1994-08-09 00:00:00.000,0,4,0,0,4,3,4,640,
162444,TUR-1994-1-333-1044.2,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"BBC 8/11/1994 FOURTEEN ""TERRORISTS"" KILLED IN CLASHES IN SOUTHEAST. _F TRT TV, Ankara, in Turkish 1000 gmt 9 Aug 94",,,,,4,Hakkari province,Hakkari,Hakkari province,,37.466111,TUR,44.064444,POINT (44.064444 37.466111),183329,Turkey,640,Middle East,1,1,1994-08-09 00:00:00.000,1994-08-09 00:00:00.000,0,4,0,0,4,3,4,640,
162445,TUR-1994-1-333-1044.3,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"BBC 8/11/1994 FOURTEEN ""TERRORISTS"" KILLED IN CLASHES IN SOUTHEAST. _F TRT TV, Ankara, in Turkish 1000 gmt 9 Aug 94",,,,,4,Van province,Van,Van province,,38.407357,TUR,43.717793,POINT (43.717793 38.407357),184768,Turkey,640,Middle East,1,1,1994-08-09 00:00:00.000,1994-08-09 00:00:00.000,0,3,0,0,3,4,3,640,
162446,TUR-1994-1-333-1044.4,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"BBC 8/11/1994 FOURTEEN ""TERRORISTS"" KILLED IN CLASHES IN SOUTHEAST. _F TRT TV, Ankara, in Turkish 1000 gmt 9 Aug 94",,,,,4,Batman province,Batman.,Batman province,,38.081944,TUR,41.407222,POINT (41.407222 38.081944),184763,Turkey,640,Middle East,1,1,1994-08-09 00:00:00.000,1994-08-09 00:00:00.000,0,3,0,0,3,4,3,640,
162447,TUR-1994-1-333-1045.2,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"BBC 8/12/1994 CLASHES IN SOUTHEAST LEAVE 24 ""TERRORISTS"" DEAD. _F TRT TV, Ankara, in Turkish 1000 gmt 10 Aug 94",,,,,4,Bitlis province,Bitlis,Bitlis province,,38.342005,TUR,42.391341,POINT (42.391341 38.342005),184765,Turkey,640,Middle East,1,1,1994-08-10 00:00:00.000,1994-08-10 00:00:00.000,1,5,0,0,6,5,5,640,
162448,TUR-1994-1-333-1045.3,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"BBC 8/12/1994 CLASHES IN SOUTHEAST LEAVE 24 ""TERRORISTS"" DEAD. _F TRT TV, Ankara, in Turkish 1000 gmt 10 Aug 94",,,,,4,Batman province,Batman,Batman province,,38.081944,TUR,41.407222,POINT (41.407222 38.081944),184763,Turkey,640,Middle East,1,1,1994-08-10 00:00:00.000,1994-08-10 00:00:00.000,1,4,0,0,5,6,5,640,
162449,TUR-1994-1-333-1045.4,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"BBC 8/12/1994 CLASHES IN SOUTHEAST LEAVE 24 ""TERRORISTS"" DEAD. _F TRT TV, Ankara, in Turkish 1000 gmt 10 Aug 94",,,,,4,Şırnak province,Sirnak,Şırnak province,,37.449444,TUR,42.574444,POINT (42.574444 37.449444),183326,Turkey,640,Middle East,1,1,1994-08-10 00:00:00.000,1994-08-10 00:00:00.000,0,5,0,0,5,6,5,640,
162450,TUR-1994-1-333-1045.5,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"BBC 8/12/1994 CLASHES IN SOUTHEAST LEAVE 24 ""TERRORISTS"" DEAD. _F TRT TV, Ankara, in Turkish 1000 gmt 10 Aug 94",,,,,4,Diyarbakır province,Diyarbakir.,Diyarbakır province,,38.000000,TUR,40.500000,POINT (40.500000 38.000000),184762,Turkey,640,Middle East,1,1,1994-08-10 00:00:00.000,1994-08-10 00:00:00.000,0,5,0,0,5,5,6,640,
160281,TUR-1994-1-333-1045.1,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"BBC 8/12/1994 CLASHES IN SOUTHEAST LEAVE 24 ""TERRORISTS"" DEAD. _F TRT TV, Ankara, in Turkish 1000 gmt 10 Aug 94",,,,,4,Muş province,Mus,Muş province,,38.977103,TUR,41.683007,POINT (41.683007 38.977103),185484,Turkey,640,Middle East,1,1,1994-08-10 00:00:00.000,1994-08-10 00:00:00.000,1,5,0,0,6,5,6,640,
160282,TUR-1994-1-333-231,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"BBC 8/12/1994 CLASHES IN SOUTHEAST LEAVE 24 ""TERRORISTS"" DEAD. _F TRT TV, Ankara, in Turkish 1000 gmt 10 Aug 94",,,,,1,Üçpınar village,Ucpinar village in Erzincan's Tercan district,Erzincan province,Tercan district,39.672859,TUR,40.287788,POINT (40.287788 39.672859),186921,Turkey,640,Middle East,1,1,1994-08-10 00:00:00.000,1994-08-10 00:00:00.000,2,1,1,0,4,4,4,640,
160284,TUR-1994-1-333-1047.1,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"BBC 8/13/1994 ""TERRORISTS"" BLOCK VAN-BAHCESARAY HIGHWAY, KILL 11, ABDUCT 2. F TRT TV, Ankara, in Turkish 1000 gmt 11 Aug 94",,,,,4,Muş province,Mus,Muş province,,38.977103,TUR,41.683007,POINT (41.683007 38.977103),185484,Turkey,640,Middle East,1,1,1994-08-11 00:00:00.000,1994-08-11 00:00:00.000,0,3,0,0,3,3,3,640,
162452,TUR-1994-1-333-1047.2,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"BBC 8/13/1994 ""TERRORISTS"" BLOCK VAN-BAHCESARAY HIGHWAY, KILL 11, ABDUCT 2. F TRT TV, Ankara, in Turkish 1000 gmt 11 Aug 94",,,,,4,Siirt province,Siirt,Siirt province,,37.930000,TUR,42.270278,POINT (42.270278 37.930000),184045,Turkey,640,Middle East,1,1,1994-08-11 00:00:00.000,1994-08-11 00:00:00.000,0,3,0,0,3,3,3,640,
162453,TUR-1994-1-333-1047.3,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"BBC 8/13/1994 ""TERRORISTS"" BLOCK VAN-BAHCESARAY HIGHWAY, KILL 11, ABDUCT 2. F TRT TV, Ankara, in Turkish 1000 gmt 11 Aug 94",,,,,4,Bingöl province,Bingol,Bingöl province,,39.083333,TUR,40.833333,POINT (40.833333 39.083333),186202,Turkey,640,Middle East,1,1,1994-08-11 00:00:00.000,1994-08-11 00:00:00.000,0,3,0,0,3,3,3,640,
162454,TUR-1994-1-333-1047.4,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"BBC 8/13/1994 ""TERRORISTS"" BLOCK VAN-BAHCESARAY HIGHWAY, KILL 11, ABDUCT 2. F TRT TV, Ankara, in Turkish 1000 gmt 11 Aug 94",,,,,4,Mardin province,Mardin,Mardin province,,37.363056,TUR,40.908611,POINT (40.908611 37.363056),183322,Turkey,640,Middle East,1,1,1994-08-11 00:00:00.000,1994-08-11 00:00:00.000,0,3,0,0,3,3,3,640,
160285,TUR-1994-1-333-233,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"BBC 8/15/1994 TERRORISTS"" KILL SEVEN SECURITY OFFICERS IN IGDIR ATTACK. F TRT TV, Ankara, in Turkish 1000 gmt 12 Aug 94",,,,,2,Adetli village,near the Adetli village of Igdir's Aralik District,Iğdır province,Aralik district,39.900000,TUR,44.333333,POINT (44.333333 39.900000),186929,Turkey,640,Middle East,1,1,1994-08-12 00:00:00.000,1994-08-12 00:00:00.000,7,0,0,0,7,7,7,640,
162451,TUR-1994-1-333-1046.2,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"BBC 8/15/1994 NINE ""TERRORISTS"" KILLED, 21 DETAINED IN SOUTHEAST. F TRT TV, Ankara, in Turkish 1200 gmt 13 Aug 94",,,,,4,Diyarbakır province,Diyarbakir.,Diyarbakır province,,38.000000,TUR,40.500000,POINT (40.500000 38.000000),184762,Turkey,640,Middle East,1,1,1994-08-13 00:00:00.000,1994-08-13 00:00:00.000,0,4,0,0,4,5,4,640,
160287,TUR-1994-1-333-1046.1,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"BBC 8/15/1994 NINE ""TERRORISTS"" KILLED, 21 DETAINED IN SOUTHEAST. F TRT TV, Ankara, in Turkish 1200 gmt 13 Aug 94",,,,,4,Hakkari province,Hakkari,Hakkari province,,37.466111,TUR,44.064444,POINT (44.064444 37.466111),183329,Turkey,640,Middle East,1,1,1994-08-13 00:00:00.000,1994-08-13 00:00:00.000,0,5,0,0,5,4,5,640,
160293,TUR-1994-1-333-235,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 8/17/1994 Turkey says 45 rebels killed in mountain raid.,,,,statement from the regional emergency rule,1,Karadag mountain,Karadag mountain by the border with Iraq,Hakkari province,,37.342602,TUR,43.804119,POINT (43.804119 37.342602),183328,Turkey,640,Middle East,1,1,1994-08-13 00:00:00.000,1994-08-13 00:00:00.000,0,45,0,0,45,45,45,640,
160502,TUR-1994-1-333-1049.1,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 8/14/1994 Turkish troops kill 21 rebel Kurds in two days.,,,,regional governor's office,4,Bitlis province,province of Bitlis,Bitlis province,,38.342005,TUR,42.391341,POINT (42.391341 38.342005),184765,Turkey,640,Middle East,1,1,1994-08-14 00:00:00.000,1994-08-14 00:00:00.000,1,6,0,0,7,6,6,640,
162455,TUR-1994-1-333-1049.2,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 8/14/1994 Turkish troops kill 21 rebel Kurds in two days.,,,,regional governor's office,4,Siirt province,Siirt,Siirt province,,37.930000,TUR,42.270278,POINT (42.270278 37.930000),184045,Turkey,640,Middle East,1,1,1994-08-14 00:00:00.000,1994-08-14 00:00:00.000,1,5,0,0,6,7,6,640,
162456,TUR-1994-1-333-1049.3,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 8/14/1994 Turkish troops kill 21 rebel Kurds in two days.,,,,regional governor's office,4,Diyarbakır province,Diyarbakir,Diyarbakır province,,38.000000,TUR,40.500000,POINT (40.500000 38.000000),184762,Turkey,640,Middle East,1,1,1994-08-14 00:00:00.000,1994-08-14 00:00:00.000,1,5,0,0,6,6,7,640,
162457,TUR-1994-1-333-1049.4,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 8/14/1994 Turkish troops kill 21 rebel Kurds in two days.,,,,regional governor's office,4,Şırnak province,Sirnak,Şırnak province,,37.449444,TUR,42.574444,POINT (42.574444 37.449444),183326,Turkey,640,Middle East,1,1,1994-08-14 00:00:00.000,1994-08-14 00:00:00.000,1,5,0,0,6,6,6,640,
160505,TUR-1994-1-333-237,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"BBC 8/17/1994 ELEVEN ""TERRORISTS"" KILLED IN GAZIANTEP CLASH. _F Anatolia news agency, Ankara, in English 1545 gmt 15 Aug 94",,,,,4,Gaziantep province,Gaziantep,Gaziantep province,,37.040556,TUR,37.306944,POINT (37.306944 37.040556),183315,Turkey,640,Middle East,1,1,1994-08-15 00:00:00.000,1994-08-15 00:00:00.000,0,11,0,0,11,11,11,640,
160506,TUR-1994-1-333-1050.1,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"BBC 8/17/1994 THIRTEEN ""TERRORISTS"" KILLED IN HAKKARI, DIYARBAKIR. F TRT TV, Ankara, in Turkish 1000 gmt 15 Aug 94",,,,,3,Semdinli district,Hakkari's Semdinli district,Hakkari province,Semdinli district,37.300000,TUR,44.566667,POINT (44.566667 37.300000),183330,Turkey,640,Middle East,1,1,1994-08-15 00:00:00.000,1994-08-15 00:00:00.000,2,6,0,0,8,8,8,640,
162458,TUR-1994-1-333-1050.2,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"BBC 8/17/1994 THIRTEEN ""TERRORISTS"" KILLED IN HAKKARI, DIYARBAKIR. F TRT TV, Ankara, in Turkish 1000 gmt 15 Aug 94",,,,,4,Diyarbakır province,Diyarbakir,Diyarbakır province,,38.000000,TUR,40.500000,POINT (40.500000 38.000000),184762,Turkey,640,Middle East,1,1,1994-08-15 00:00:00.000,1994-08-15 00:00:00.000,1,7,0,0,8,8,8,640,
160507,TUR-1994-1-333-239,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,R 8/17/1994 Turkey says 45 rebels killed in mountain raid.,,,,statement from the regional emergency rule,5,Southeastern Turkey,southeast,,,37.890868,TUR,42.526891,POINT (42.526891 37.890868),184046,Turkey,640,Middle East,1,1,1994-08-17 00:00:00.000,1994-08-17 00:00:00.000,0,8,0,0,8,8,8,640,
160508,TUR-1994-1-333-1051.1,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"BBC 8/22/1994 FOURTEEN ""TERRORISTS"" KILLED IN SOUTHEAST. _F Anatolia news agency, Ankara, in English 1545 gmt 20 Aug 94",,,,statement from the Regional Governor's Office,4,Bitlis province,eastern Bitlis Province,Bitlis province,,38.342005,TUR,42.391341,POINT (42.391341 38.342005),184765,Turkey,640,Middle East,1,1,1994-08-20 00:00:00.000,1994-08-20 00:00:00.000,0,5,0,0,5,5,4,640,
162459,TUR-1994-1-333-1051.2,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"BBC 8/22/1994 FOURTEEN ""TERRORISTS"" KILLED IN SOUTHEAST. _F Anatolia news agency, Ankara, in English 1545 gmt 20 Aug 94",,,,statement from the Regional Governor's Office,4,Muş province,Mus Province,Muş province,,38.977103,TUR,41.683007,POINT (41.683007 38.977103),185484,Turkey,640,Middle East,1,1,1994-08-20 00:00:00.000,1994-08-20 00:00:00.000,0,5,0,0,5,4,5,640,
162460,TUR-1994-1-333-1051.3,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"BBC 8/22/1994 FOURTEEN ""TERRORISTS"" KILLED IN SOUTHEAST. _F Anatolia news agency, Ankara, in English 1545 gmt 20 Aug 94",,,,statement from the Regional Governor's Office,4,Bingöl province,Bingol Province,Bingöl province,,39.083333,TUR,40.833333,POINT (40.833333 39.083333),186202,Turkey,640,Middle East,1,1,1994-08-20 00:00:00.000,1994-08-20 00:00:00.000,0,4,0,0,4,5,5,640,
160535,TUR-1994-1-333-241,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"R 8/21/1994 Thirty rebel Kurds, six soldiers killed in Turkey.",,,,statement from the regional governor's office,2,Mutki village,near Mutki town,Bitlis province,Mutki district,38.409444,TUR,41.918611,POINT (41.918611 38.409444),184764,Turkey,640,Middle East,1,1,1994-08-21 00:00:00.000,1994-08-21 00:00:00.000,0,27,0,0,27,27,27,640,
160548,TUR-1994-1-333-242,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"R 8/21/1994 Thirty rebel Kurds, six soldiers killed in Turkey.",,,,,2,Baskale town,near Baskale town in Van province bordering Iran,Van province,Baskale district,38.045262,TUR,44.017179,POINT (44.017179 38.045262),184769,Turkey,640,Middle East,1,1,1994-08-21 00:00:00.000,1994-08-21 00:00:00.000,2,0,0,0,2,2,2,640,
160549,TUR-1994-1-333-243,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"R 8/21/1994 Thirty rebel Kurds, six soldiers killed in Turkey.",,,,,1,Tendürek mountain,Tendurek mountain near the Iranian border,Ağrı province,,39.355334,TUR,43.868749,POINT (43.868749 39.355334),186208,Turkey,640,Middle East,1,1,1994-08-21 00:00:00.000,1994-08-21 00:00:00.000,4,0,0,0,4,4,4,640,
160550,TUR-1994-1-333-1052.1,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"R 8/21/1994 Thirty rebel Kurds, six soldiers killed in Turkey.",,,,the governor's office said,4,Batman province,province of Batman,Batman province,,38.081944,TUR,41.407222,POINT (41.407222 38.081944),184763,Turkey,640,Middle East,1,1,1994-08-21 00:00:00.000,1994-08-21 00:00:00.000,0,2,0,0,2,1,2,640,
160551,TUR-1994-1-333-1053.1,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"BBC 8/23/1994 CLASHES IN SOUTHEAST PROVINCES LEAD TO 27 ""TERRORIST"" DEATHS IN TWO DAYS. F TRT TV, Ankara, in Turkish 1000 gmt 21 Aug 94",,,,,3,Mutki district,near Kirmizitastepe region,Bitlis province,Mutki district,38.419273,TUR,41.925393,POINT (41.925393 38.419273),184764,Turkey,640,Middle East,1,1,1994-08-21 00:00:00.000,1994-08-21 00:00:00.000,0,8,0,0,8,7,7,640,
162461,TUR-1994-1-333-1052.2,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"R 8/21/1994 Thirty rebel Kurds, six soldiers killed in Turkey.",,,,the governor's office said,4,Bitlis province,province Bitlis,Bitlis province,,38.342005,TUR,42.391341,POINT (42.391341 38.342005),184765,Turkey,640,Middle East,1,1,1994-08-21 00:00:00.000,1994-08-21 00:00:00.000,0,1,0,0,1,2,1,640,
162462,TUR-1994-1-333-1053.2,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"BBC 8/23/1994 CLASHES IN SOUTHEAST PROVINCES LEAD TO 27 ""TERRORIST"" DEATHS IN TWO DAYS. F TRT TV, Ankara, in Turkish 1000 gmt 21 Aug 94",,,,,1,Kaşak village,"Kasak village in Bitlis' Mutki District,",Bitlis province,Mutki district,38.330179,TUR,41.911168,POINT (41.911168 38.330179),184764,Turkey,640,Middle East,1,1,1994-08-21 00:00:00.000,1994-08-21 00:00:00.000,0,7,0,0,7,8,7,640,
162463,TUR-1994-1-333-1053.3,1994,1994,1994,1,Clear,1,354,354,Turkey: Kurdistan,781,781,Government of Turkey - PKK,115,115,Government of Turkey,323,323,PKK,-1,"BBC 8/23/1994 CLASHES IN SOUTHEAST PROVINCES LEAD TO 27 ""TERRORIST"" DEATHS IN TWO DAYS. F TRT TV, Ankara, in Turkish 1000 gmt 21 Aug 94",,,,,3,Kozluk district,the rural sector of Batman's Kozluk District.,Batman province,Kozluk district,38.192486,TUR,41.487053,POINT (41.487053 38.192486),184763,Turkey,640,Middle East,1,1,1994-08-21 00:00:00.000,1994-08-21 00:00:00.000,0,7,0,0,7,7,8,640,
